Case ID,Latency (s),Final JSON Acc,Slot Acc,Category Acc,Status,Input Text,Actual JSON,Expected JSON
12,2.15,1.0,1.0,1.0,PASS,"I spent 15 dollars on a t-shirt... wait, no, it was 25 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}]"
13,1.94,1.0,1.0,1.0,PASS,Spent 45 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
14,3.68,0.0,0.2222222222222222,0.3333333333333333,FAIL,"I bought milk for 3.50, a new t-shirt for 25, and a bus ticket for 2.75.","[{""item"": ""Milk"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""a new t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""a bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
15,4.81,0.0,0.2222222222222222,0.3333333333333333,FAIL,"I bought milk for 4.50, a t-shirt for 25, and a bus ticket for 3.75.","[{""item"": ""Milk"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 3.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""a t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""a bus ticket"", ""amount"": 3.75, ""category"": ""Transport""}]"
16,2.97,0.0,0.0,0.0,FAIL,I spent 45 dollars on gas for the car and then 18.50 on a movie ticket for the new sci-fi film.,"[{""item"": ""Gas for car"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie ticket"", ""amount"": 18.5, ""category"": ""Entertainment""}]","[{""item"": ""gas for the car"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a movie ticket for the new sci-fi film"", ""amount"": 18.50, ""category"": ""Entertainment""}]"
17,1.91,1.0,1.0,1.0,PASS,I spent 18.50 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 18.5, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 18.50, ""category"": ""Retail""}]"
18,2.09,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
19,1.74,1.0,1.0,1.0,PASS,Just spent 45 at Target,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
20,2.74,0.0,0.6666666666666666,1.0,FAIL,"I spent 15 dollars on lunch at the deli... wait, no, it was actually 18 dollars for lunch at the deli.","[{""item"": ""Lunch at deli"", ""amount"": 18.0, ""category"": ""Food""}]","[{""item"": ""lunch at the deli"", ""amount"": 18.00, ""category"": ""Food""}]"
21,2.99,1.0,1.0,1.0,PASS,"Okay, a coffee for 4.50, then a sandwich for 8.75, and a pack of gum for 1.25.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Pack of Gum"", ""amount"": 1.25, ""category"": ""Food""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""pack of gum"", ""amount"": 1.25, ""category"": ""Food""}]"
22,3.47,1.0,1.0,1.0,PASS,I filled up the car with 40 dollars of gas and then spent 15 on a movie ticket.,"[{""item"": ""Gas"", ""amount"": 40.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 40.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
23,3.08,1.0,1.0,1.0,PASS,I filled up my car with gas for $45 and then bought a movie ticket for $15,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
24,2.05,1.0,1.0,1.0,PASS,Just spent 45 at Target.,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
25,3.28,0.0,0.8333333333333334,1.0,FAIL,"I was running late for work this morning, so I grabbed a quick coffee and muffin from the cafe downstairs, which came to about $12.50. Then after work, I had to stop by the supermarket to pick up some milk and bread for breakfast tomorrow, and that was another $8.75.","[{""item"": ""Coffee and muffin"", ""amount"": 12.5, ""category"": ""Food""}, {""item"": ""Milk and bread"", ""amount"": 8.75, ""category"": ""Food""}]","[{""item"": ""coffee and muffin from the cafe downstairs"", ""amount"": 12.50, ""category"": ""Food""}, {""item"": ""milk and bread"", ""amount"": 8.75, ""category"": ""Food""}]"
26,4.81,0.0,0.1111111111111111,0.16666666666666666,FAIL,"Okay, got milk for 4.50, a t-shirt 25, bus pass 60, shampoo 8, then a burger 12, and a new phone charger 15.","[{""item"": ""Milk"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus pass"", ""amount"": 60.0, ""category"": ""Transport""}, {""item"": ""Shampoo"", ""amount"": 8.0, ""category"": ""Personal Care""}, {""item"": ""Burger"", ""amount"": 12.0, ""category"": ""Food""}, {""item"": ""Phone charger"", ""amount"": 15.0, ""category"": ""Retail""}]","[{""item"": ""milk"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""a t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus pass"", ""amount"": 60.00, ""category"": ""Transport""}, {""item"": ""shampoo"", ""amount"": 8.00, ""category"": ""Personal Care""}, {""item"": ""a burger"", ""amount"": 12.00, ""category"": ""Food""}, {""item"": ""a new phone charger"", ""amount"": 15.00, ""category"": ""Retail""}]"
27,4.04,1.0,1.0,1.0,PASS,"Okay, coffee 4.50, bus pass 2.75, shampoo 8.99, and a sandwich 6.25.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Bus Pass"", ""amount"": 2.75, ""category"": ""Transport""}, {""item"": ""Shampoo"", ""amount"": 8.99, ""category"": ""Personal Care""}, {""item"": ""Sandwich"", ""amount"": 6.25, ""category"": ""Food""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""bus pass"", ""amount"": 2.75, ""category"": ""Transport""}, {""item"": ""shampoo"", ""amount"": 8.99, ""category"": ""Personal Care""}, {""item"": ""sandwich"", ""amount"": 6.25, ""category"": ""Food""}]"
28,2.67,1.0,1.0,1.0,PASS,I spent 45 on gas and then 15 on a movie ticket,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
29,3.51,1.0,1.0,1.0,PASS,Okay got a coffee for 4.50 then a sandwich 8.75 and a magazine 6.25 oh and the bus fare was 2.80,"[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Magazine"", ""amount"": 6.25, ""category"": ""Retail""}, {""item"": ""Bus Fare"", ""amount"": 2.8, ""category"": ""Transport""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""magazine"", ""amount"": 6.25, ""category"": ""Retail""}, {""item"": ""bus fare"", ""amount"": 2.80, ""category"": ""Transport""}]"
30,2.88,0.0,0.0,0.0,FAIL,I spent $45 on gas for the car and then $15 on a movie ticket for the new sci-fi film.,"[{""item"": ""Gas for car"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas for the car"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a movie ticket for the new sci-fi film"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
31,1.81,1.0,1.0,1.0,PASS,"I spent 40 dollars on a new shirt... wait, no, it was 45 dollars for the shirt.","[{""item"": ""Shirt"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""shirt"", ""amount"": 45.00, ""category"": ""Retail""}]"
32,2.15,0.0,0.6666666666666666,1.0,FAIL,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and coffee from the corner deli for $12.50 on my way to the subway.","[{""item"": ""Breakfast sandwich and coffee"", ""amount"": 12.5, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and coffee from the corner deli"", ""amount"": 12.50, ""category"": ""Food""}]"
33,4.88,0.0,0.9333333333333333,0.8,FAIL,"Okay, coffee three fifty, newspaper two dollars, bus pass twenty, sandwich eight, and a new phone charger fifteen.","[{""item"": ""Coffee"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""Newspaper"", ""amount"": 2.0, ""category"": ""Retail""}, {""item"": ""Bus Pass"", ""amount"": 20.0, ""category"": ""Transport""}, {""item"": ""Sandwich"", ""amount"": 8.0, ""category"": ""Food""}, {""item"": ""Phone Charger"", ""amount"": 15.0, ""category"": ""Retail""}]","[{""item"": ""coffee"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""newspaper"", ""amount"": 2.00, ""category"": ""Other""}, {""item"": ""bus pass"", ""amount"": 20.00, ""category"": ""Transport""}, {""item"": ""sandwich"", ""amount"": 8.00, ""category"": ""Food""}, {""item"": ""phone charger"", ""amount"": 15.00, ""category"": ""Retail""}]"
34,4.08,0.0,0.6,0.6,FAIL,"Okay, coffee three fifty, sandwich eight, bus pass twenty, new t-shirt fifteen, and a book twelve ninety-nine.","[{""item"": ""Coffee"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.0, ""category"": ""Food""}, {""item"": ""Bus Pass"", ""amount"": 20.0, ""category"": ""Transport""}, {""item"": ""T-shirt"", ""amount"": 15.0, ""category"": ""Retail""}, {""item"": ""Book"", ""amount"": 12.99, ""category"": ""Retail""}]","[{""item"": ""coffee"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.00, ""category"": ""Food""}, {""item"": ""bus pass"", ""amount"": 20.00, ""category"": ""Transport""}, {""item"": ""new t-shirt"", ""amount"": 15.00, ""category"": ""Retail""}, {""item"": ""book"", ""amount"": 12.99, ""category"": ""Retail""}]"
35,1.94,1.0,1.0,1.0,PASS,Just spent 45 at Target,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
36,3.65,1.0,1.0,1.0,PASS,"Okay, got a coffee for 4.50, then a sandwich for 8.75, a magazine for 6, and a bus pass for 36.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Magazine"", ""amount"": 6.0, ""category"": ""Retail""}, {""item"": ""Bus Pass"", ""amount"": 36.0, ""category"": ""Transport""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""magazine"", ""amount"": 6.00, ""category"": ""Retail""}, {""item"": ""bus pass"", ""amount"": 36.00, ""category"": ""Transport""}]"
37,1.64,1.0,1.0,1.0,PASS,Just spent 45 at Target,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
38,2.15,0.0,0.6666666666666666,1.0,FAIL,Just dropped a hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
39,2.86,0.0,0.8333333333333334,1.0,FAIL,I filled up the car with gas for 45 dollars and then bought a ticket to see the new Marvel movie for 18.50.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 18.5, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""ticket to see the new Marvel movie"", ""amount"": 18.50, ""category"": ""Entertainment""}]"
40,2.15,1.0,1.0,1.0,PASS,"I spent 25 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
41,2.87,0.0,0.6666666666666666,1.0,FAIL,Just dropped a hundred bucks on some new kicks at the mall,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
42,2.09,1.0,1.0,1.0,PASS,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and coffee from the cafe near the office. It was surprisingly good, but cost me $12.75.","[{""item"": ""Breakfast sandwich and coffee"", ""amount"": 12.75, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and coffee"", ""amount"": 12.75, ""category"": ""Food""}]"
43,4.46,0.0,0.5,0.5,FAIL,"Okay, a latte for 4.50, a new phone charger 25, a bus ticket 2.75, and a pack of gum 1.25.","[{""item"": ""Latte"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Phone Charger"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 2.75, ""category"": ""Transport""}, {""item"": ""Pack of Gum"", ""amount"": 1.25, ""category"": ""Food""}]","[{""item"": ""latte"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""new phone charger"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}, {""item"": ""pack of gum"", ""amount"": 1.25, ""category"": ""Food""}]"
44,2.05,1.0,1.0,1.0,PASS,I spent 45 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
45,3.07,0.0,0.6666666666666666,1.0,FAIL,Just dropped a hundred bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 100.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 100.00, ""category"": ""Retail""}]"
46,2.11,1.0,1.0,1.0,PASS,"I spent 15 dollars on a pizza... wait, no, it was 18 dollars for the pizza.","[{""item"": ""Pizza"", ""amount"": 18.0, ""category"": ""Food""}]","[{""item"": ""pizza"", ""amount"": 18.00, ""category"": ""Food""}]"
47,2.6,0.0,0.0,0.0,FAIL: Length Mismatch,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and a coffee from the cafe on the corner, which came to $12.75.","[{""item"": ""Breakfast Sandwich"", ""amount"": 12.75, ""category"": ""Food""}, {""item"": ""Coffee"", ""amount"": 12.75, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and a coffee from the cafe on the corner"", ""amount"": 12.75, ""category"": ""Food""}]"
48,3.79,0.0,0.2222222222222222,0.3333333333333333,FAIL,"I bought milk for 4.50, a t-shirt for 25, and a bus ticket for 3.75.","[{""item"": ""Milk"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 3.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""a t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""a bus ticket"", ""amount"": 3.75, ""category"": ""Transport""}]"
49,3.78,1.0,1.0,1.0,PASS,I filled up my car with gas for 45 dollars and then bought a new video game for 70.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Video Game"", ""amount"": 70.0, ""category"": ""Retail""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""video game"", ""amount"": 70.00, ""category"": ""Retail""}]"
50,1.94,0.0,0.6666666666666666,1.0,FAIL,Just dropped a couple hundred bucks on some fresh kicks at the mall.,"[{""item"": ""Shoes"", ""amount"": 200.0, ""category"": ""Retail""}]","[{""item"": ""fresh kicks"", ""amount"": 200.00, ""category"": ""Retail""}]"
51,2.93,0.0,0.6666666666666666,1.0,FAIL,"I was running late for work this morning, so I grabbed a quick breakfast sandwich and a coffee from the corner deli for about twelve bucks.","[{""item"": ""Breakfast sandwich and coffee"", ""amount"": 12.0, ""category"": ""Food""}]","[{""item"": ""breakfast sandwich and a coffee from the corner deli"", ""amount"": 12.00, ""category"": ""Food""}]"
52,3.01,1.0,1.0,1.0,PASS,I filled up my car with gas for 45 dollars and then bought a new phone charger for 25.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Phone Charger"", ""amount"": 25.0, ""category"": ""Retail""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""phone charger"", ""amount"": 25.00, ""category"": ""Retail""}]"
53,3.07,0.0,0.0,0.0,FAIL,I spent 45 on gas for the car and then 18.50 on a movie ticket for the new sci-fi film.,"[{""item"": ""Gas for car"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie ticket"", ""amount"": 18.5, ""category"": ""Entertainment""}]","[{""item"": ""gas for the car"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a movie ticket for the new sci-fi film"", ""amount"": 18.50, ""category"": ""Entertainment""}]"
54,3.89,1.0,1.0,1.0,PASS,"Okay, got a coffee for 4.50, then a sandwich for 8.75, and a magazine for 6.00.","[{""item"": ""Coffee"", ""amount"": 4.5, ""category"": ""Food""}, {""item"": ""Sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""Magazine"", ""amount"": 6.0, ""category"": ""Retail""}]","[{""item"": ""coffee"", ""amount"": 4.50, ""category"": ""Food""}, {""item"": ""sandwich"", ""amount"": 8.75, ""category"": ""Food""}, {""item"": ""magazine"", ""amount"": 6.00, ""category"": ""Retail""}]"
55,3.52,1.0,1.0,1.0,PASS,"I bought milk for 3.50, a t-shirt for 25 dollars, and a bus ticket for 2.75","[{""item"": ""Milk"", ""amount"": 3.5, ""category"": ""Food""}, {""item"": ""T-shirt"", ""amount"": 25.0, ""category"": ""Retail""}, {""item"": ""Bus Ticket"", ""amount"": 2.75, ""category"": ""Transport""}]","[{""item"": ""milk"", ""amount"": 3.50, ""category"": ""Food""}, {""item"": ""t-shirt"", ""amount"": 25.00, ""category"": ""Retail""}, {""item"": ""bus ticket"", ""amount"": 2.75, ""category"": ""Transport""}]"
56,3.64,1.0,1.0,1.0,PASS,I spent 45 at Target yesterday.,"[{""item"": ""Target"", ""amount"": 45.0, ""category"": ""Retail""}]","[{""item"": ""Target"", ""amount"": 45.00, ""category"": ""Retail""}]"
57,3.38,1.0,1.0,1.0,PASS,"I spent 45 dollars on a new t-shirt... wait, no, it was 35 dollars for the t-shirt.","[{""item"": ""T-shirt"", ""amount"": 35.0, ""category"": ""Retail""}]","[{""item"": ""t-shirt"", ""amount"": 35.00, ""category"": ""Retail""}]"
58,3.38,1.0,1.0,1.0,PASS,I filled up the car with gas for 45 dollars and then bought a movie ticket for 15.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Movie Ticket"", ""amount"": 15.0, ""category"": ""Entertainment""}]","[{""item"": ""gas"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""movie ticket"", ""amount"": 15.00, ""category"": ""Entertainment""}]"
59,2.86,0.0,0.0,0.0,FAIL,I just filled up the tank for 45 dollars and then bought a new video game for 60.,"[{""item"": ""Gas"", ""amount"": 45.0, ""category"": ""Transport""}, {""item"": ""Video Game"", ""amount"": 60.0, ""category"": ""Retail""}]","[{""item"": ""filled up the tank"", ""amount"": 45.00, ""category"": ""Transport""}, {""item"": ""a new video game"", ""amount"": 60.00, ""category"": ""Retail""}]"
60,1.75,0.0,0.6666666666666666,1.0,FAIL,Just dropped 60 bucks on some new kicks at the mall.,"[{""item"": ""New kicks"", ""amount"": 60.0, ""category"": ""Retail""}]","[{""item"": ""kicks"", ""amount"": 60.00, ""category"": ""Retail""}]"
